myAUC,avg_diff,power,cluster,gene
0.813,0.399104345641,0.626,16,Pdcd4
0.813,0.362629497123,0.626,16,Hnrnpd
0.812,0.802932996361,0.624,16,Nap1l5
0.812,0.708345609502,0.624,16,Tspyl4
0.812,0.623270301935,0.624,16,Tmx4
0.812,0.535645503268,0.624,16,Pja1
0.812,0.470335295483,0.624,16,Ywhaz
0.812,0.456395273653,0.624,16,Tmem179
0.812,0.426488601283,0.624,16,Nceh1
0.812,0.426369286159,0.624,16,Tango2
0.812,0.41442168969,0.624,16,Vti1b
0.812,0.409489394919,0.624,16,Dlat
0.812,0.38947133151,0.624,16,Armcx1
0.812,0.382332165798,0.624,16,Pcdha2
0.812,0.372129606332,0.624,16,Sod2
0.812,0.347310793997,0.624,16,Nfe2l1
0.811,0.754864360989,0.622,16,Cox5a
0.811,0.473183900616,0.622,16,Stub1
0.811,0.443828022381,0.622,16,Pnma2
0.811,0.43603916925,0.622,16,Prr24
0.811,0.428181739368,0.622,16,Matk
0.811,0.402031921921,0.622,16,Copg1
0.811,0.393707679228,0.622,16,Npm1
0.811,0.384740082116,0.622,16,Zrsr2
0.811,0.380160585898,0.622,16,Mcts1
0.811,0.37569626652,0.622,16,Glrx5
0.811,0.361277156649,0.622,16,Fyttd1
0.81,0.813205162415,0.62,16,Cplx1
0.81,0.690772687462,0.62,16,Gng3
0.81,0.627335244424,0.62,16,Pfn2
0.81,0.47560587568,0.62,16,Rangap1
0.81,0.445604331017,0.62,16,Elmod1
0.81,0.421662607787,0.62,16,Gadd45gip1
0.81,0.413555135127,0.62,16,Hdgfrp3
0.81,0.374656938374,0.62,16,Mif
0.81,0.372294412895,0.62,16,Morf4l1
0.81,0.335035162799,0.62,16,Grina
0.809,0.428720106099,0.618,16,Ptprn2
0.809,0.380591367965,0.618,16,Atcay
0.809,0.377588785768,0.618,16,Akap6
0.809,0.372122053571,0.618,16,Vapb
0.809,0.367583922922,0.618,16,Ran
0.809,0.366052702966,0.618,16,Ppp2r5e
0.808,0.767248972693,0.616,16,Peg3
0.808,0.447800367887,0.616,16,Psmd12
0.808,0.407418260608,0.616,16,Rbfox2
0.808,0.401555587721,0.616,16,1500011B03Rik
0.808,0.381544970783,0.616,16,Tspyl1
0.808,0.379324826303,0.616,16,Mtfp1
0.808,0.374781253823,0.616,16,Grsf1
0.808,0.343542425477,0.616,16,Gpi1
0.807,0.483629380029,0.614,16,B630019K06Rik
0.807,0.462414569242,0.614,16,Podxl2
0.807,0.441212819601,0.614,16,Eif4a2
0.807,0.420398496813,0.614,16,Dcun1d4
0.807,0.320202692912,0.614,16,Mob4
0.806,0.730369359533,0.612,16,Impact
0.806,0.616895399452,0.612,16,Prdx5
0.806,0.475368133422,0.612,16,Dnaja2
0.806,0.439141083912,0.612,16,Luzp1
0.806,0.438238362556,0.612,16,Ssx2ip
0.806,0.392557126866,0.612,16,Rraga
0.806,0.371213949423,0.612,16,Pfdn1
0.806,0.368001433759,0.612,16,Fubp1
0.806,0.36313723855,0.612,16,Guk1
0.806,0.349142522377,0.612,16,Ndufv1
0.806,0.34701627186,0.612,16,Cops6
0.806,0.33144496397,0.612,16,2700029M09Rik
0.806,0.319713459003,0.612,16,Ttc33
0.806,0.301703296863,0.612,16,Cd99l2
0.806,0.266776780625,0.612,16,Psmc6
0.805,0.637945492391,0.61,16,Gprasp1
0.805,0.586930132096,0.61,16,Pkm
0.805,0.476565309457,0.61,16,Cox5b
0.805,0.417136000875,0.61,16,Spryd3
0.805,0.406704846909,0.61,16,Cd200
0.805,0.356580329734,0.61,16,Ubxn2a
0.805,0.339455968957,0.61,16,Pafah1b2
0.805,0.334277675544,0.61,16,Cbr1
0.805,0.329088014894,0.61,16,Atp6v0a1
0.805,0.325225451809,0.61,16,Atp6v1h
0.805,0.32422363616,0.61,16,Ndufs4
0.805,0.306165645799,0.61,16,Tmem246
0.804,0.761347371622,0.608,16,Meg3
0.804,0.758686183228,0.608,16,Mdh1
0.804,0.577979840778,0.608,16,Tubb5
0.804,0.494837475311,0.608,16,Hsph1
0.804,0.486993106544,0.608,16,Ndufa12
0.804,0.447291985517,0.608,16,1700037H04Rik
0.804,0.419882852618,0.608,16,Dmtn
0.804,0.408314230547,0.608,16,Iscu
0.804,0.395812530928,0.608,16,Rabep1
0.804,0.392186888595,0.608,16,Rnf187
0.804,0.387282211926,0.608,16,Eif1a
0.804,0.361025262971,0.608,16,Dynlt3
0.804,0.354638723959,0.608,16,Dpcd
0.804,0.352971684783,0.608,16,Cmpk1
0.804,0.346359607512,0.608,16,Ankrd46
0.804,0.3417078763,0.608,16,1110051M20Rik
0.804,0.324105194839,0.608,16,Ppp1r11
0.804,0.31230899032,0.608,16,Snrpd1
0.804,0.270693832814,0.608,16,Akap11
0.803,0.501985112702,0.606,16,Pcbd1
0.803,0.46188089891,0.606,16,Chl1
0.803,0.449793400745,0.606,16,Asns
0.803,0.430086144576,0.606,16,2310061I04Rik
0.803,0.421243748861,0.606,16,Fam115a
0.803,0.408022939648,0.606,16,Tomm70a
0.803,0.373716252768,0.606,16,Haghl
0.803,0.365843407796,0.606,16,Pebp1
0.803,0.360270686378,0.606,16,Ndrg3
0.803,0.340447048555,0.606,16,Tmem9
0.803,0.324146230443,0.606,16,Gtpbp4
0.803,0.320337943626,0.606,16,Caprin1
0.803,0.308133211146,0.606,16,Ypel5
0.803,0.299027899417,0.606,16,2700060E02Rik
0.803,0.297555455547,0.606,16,Cops4
0.802,0.679729914094,0.604,16,Atp5g3
0.802,0.619017570044,0.604,16,Rbfox1
0.802,0.406241688332,0.604,16,Bbs4
0.802,0.40575143895,0.604,16,Faim2
0.802,0.4028340494,0.604,16,Wasl
0.802,0.401328845512,0.604,16,Rnf208
0.802,0.35924007938,0.604,16,Pdha1
0.802,0.35532023298,0.604,16,Thoc7
0.802,0.341164196167,0.604,16,Wdr7
0.802,0.341115180097,0.604,16,Ndufa9
0.802,0.332293366109,0.604,16,Smap2
0.802,0.325907025554,0.604,16,Ppid
0.802,0.31497993022,0.604,16,Nop58
0.802,0.307174296167,0.604,16,Tm2d3
0.802,0.305386734323,0.604,16,Ssu72
0.802,0.2822225061,0.604,16,C1d
0.801,0.758279472101,0.602,16,Rtn1
0.801,0.496240807793,0.602,16,Pgrmc1
0.801,0.457050754822,0.602,16,Stx1b
0.801,0.432247715879,0.602,16,Cdk5r1
0.801,0.395370845954,0.602,16,Slc25a12
0.801,0.392362474111,0.602,16,Cltb
0.801,0.376446282438,0.602,16,Tsnax
0.801,0.308656821104,0.602,16,Pfdn4
0.801,0.293872776648,0.602,16,Gls
0.801,0.278090121612,0.602,16,Eif1ax
0.801,0.277674582704,0.602,16,Idh3g
0.801,0.266476934009,0.602,16,Actr2
0.8,0.519003499135,0.6,16,Hs6st2
0.8,0.453343306789,0.6,16,Cct8
0.8,0.415316165422,0.6,16,Nenf
0.8,0.377667636976,0.6,16,Pitpna
0.8,0.37358987992,0.6,16,Nicn1
0.8,0.349822978007,0.6,16,Ublcp1
0.8,0.34230780626,0.6,16,Vdac3
0.8,0.338908328724,0.6,16,Aes
0.8,0.331580640787,0.6,16,Rpl24
0.8,0.307093706553,0.6,16,Cntn1
0.8,0.286906069452,0.6,16,Map4
0.799,0.490213014088,0.598,16,Dnm1l
0.799,0.430978622283,0.598,16,Dtd1
0.799,0.397036521929,0.598,16,Tspyl2
0.799,0.372804764513,0.598,16,Chchd4
0.799,0.370076249567,0.598,16,Txn1
0.799,0.335691139268,0.598,16,Pdhb
0.799,0.332614810411,0.598,16,Esd
0.799,0.324417044088,0.598,16,Acot13
0.799,0.311869450325,0.598,16,Psme1
0.799,0.299597252573,0.598,16,Ube2e1
0.799,0.297288937769,0.598,16,Arl6ip4
0.799,0.29317040977,0.598,16,Pfkm
0.799,0.292349749954,0.598,16,Pin1
0.799,0.284072613131,0.598,16,Tmx2
0.799,0.282710236467,0.598,16,Impad1
0.798,0.775725345536,0.596,16,6330403K07Rik
0.798,0.47057281384,0.596,16,Rufy3
0.798,0.461683188447,0.596,16,Wbp5
0.798,0.452598018589,0.596,16,Lonrf2
0.798,0.449892987821,0.596,16,Sept6
0.798,0.405424346139,0.596,16,Trim32
0.798,0.402598693198,0.596,16,Arl3
0.798,0.388841964125,0.596,16,Usp46
0.798,0.388407794414,0.596,16,Eif1b
0.798,0.376954250214,0.596,16,Prmt2
0.798,0.362304083506,0.596,16,Tceal1
0.798,0.360578360263,0.596,16,BC029722
0.798,0.33661709846,0.596,16,Maged2
0.798,0.315393660421,0.596,16,Mtx2
0.798,0.308551832918,0.596,16,Fam49b
0.798,0.308131385661,0.596,16,Pds5b
0.798,0.298261099123,0.596,16,Pgrmc2
0.798,0.282917471203,0.596,16,Hars
0.798,0.264063619878,0.596,16,Fam173a
0.798,0.256937091354,0.596,16,Bcap29
0.797,0.563468279696,0.594,16,Nptn
0.797,0.486509949484,0.594,16,Cpne6
0.797,0.461258331963,0.594,16,Cntnap2
0.797,0.445095191523,0.594,16,Uqcrfs1
0.797,0.4390780254,0.594,16,Rasgrf1
0.797,0.38767278691,0.594,16,Gars
0.797,0.372496336905,0.594,16,Higd1a
0.797,0.367523698057,0.594,16,C1qbp
0.797,0.337467274105,0.594,16,Ppme1
0.797,0.332817482083,0.594,16,Tcp1
0.797,0.321217771365,0.594,16,Sdhd
0.797,0.268139734441,0.594,16,Mrps12
0.796,0.534116526234,0.592,16,Cacybp
0.796,0.471454475938,0.592,16,Cyc1
0.796,0.304811510657,0.592,16,Usp34
0.796,0.298026647749,0.592,16,Cox7a2l
0.796,0.296939305985,0.592,16,Nudc
0.796,0.290582381454,0.592,16,Timm17a
0.795,0.747484246972,0.59,16,Gap43
0.795,0.659901347779,0.59,16,Ywhab
0.795,0.599510091131,0.59,16,Hpca
0.795,0.459077950692,0.59,16,Cadps
0.795,0.401806578123,0.59,16,Uqcrc1
0.795,0.392644234909,0.59,16,Hspa4
0.795,0.387208988729,0.59,16,Ptprn
0.795,0.372190421093,0.59,16,Pfdn2
0.795,0.361739006824,0.59,16,Epm2aip1
0.795,0.332598435559,0.59,16,Ap3b2
0.795,0.317297384675,0.59,16,Kras
0.795,0.302369656289,0.59,16,Denr
0.795,0.296133805946,0.59,16,Gabbr1
0.795,0.282759463252,0.59,16,Sfxn1
0.795,0.276851977473,0.59,16,Ndufs1
0.795,0.270977781404,0.59,16,Taf9
0.795,0.268470419838,0.59,16,Trappc2l
0.795,0.257469752533,0.59,16,Mrpl30
0.794,0.663971688053,0.588,16,Atpif1
0.794,0.663211055569,0.588,16,Vamp1
0.794,0.662373753791,0.588,16,Calm2
0.794,0.501728435051,0.588,16,Gaa
0.794,0.455651511948,0.588,16,Calm3
0.794,0.428341561708,0.588,16,Pnpo
0.794,0.403259446926,0.588,16,Mff
0.794,0.401250419972,0.588,16,Dner
0.794,0.353953791867,0.588,16,Sacm1l
0.794,0.350395658833,0.588,16,Txnl1
0.794,0.343202975479,0.588,16,Rhbdd2
0.794,0.341335756902,0.588,16,Uqcrb
0.794,0.297743382658,0.588,16,Ate1
0.794,0.254692709396,0.588,16,Azi2
0.794,0.254393276295,0.588,16,Map2
0.794,0.242323367751,0.588,16,Gucy1b3
0.793,0.691363994625,0.586,16,Gnas
0.793,0.671459616723,0.586,16,Syt1
0.793,0.639593684517,0.586,16,Cox7b
0.793,0.421516309,0.586,16,Prkce
0.793,0.380661830546,0.586,16,Mgst3
0.793,0.379353087413,0.586,16,Ndufb2
0.793,0.374249784151,0.586,16,Fam92a
0.793,0.357117612415,0.586,16,Arl4c
0.793,0.336511916884,0.586,16,Cnrip1
0.793,0.327454931315,0.586,16,Spryd7
0.793,0.326211150676,0.586,16,Lcmt1
0.793,0.317036930443,0.586,16,Ufsp2
0.793,0.313764963562,0.586,16,Chmp4b
0.793,0.287038734668,0.586,16,Hagh
0.793,0.285846695697,0.586,16,Utp3
0.793,0.27614065623,0.586,16,Pnpla8
0.792,0.521550506322,0.584,16,Atxn10
0.792,0.462193065576,0.584,16,Hspa12a
0.792,0.448873168184,0.584,16,Cib2
0.792,0.373505429884,0.584,16,Cstf3
0.792,0.352190666697,0.584,16,Npdc1
0.792,0.34778835267,0.584,16,Mphosph8
0.792,0.339034241983,0.584,16,Dnajc21
0.792,0.330368773887,0.584,16,Asph
0.792,0.324543134422,0.584,16,Ap1s1
0.792,0.310878997875,0.584,16,Aurkaip1
0.792,0.307094194956,0.584,16,Adss
0.792,0.306083035796,0.584,16,Coq7
0.792,0.301894568528,0.584,16,Srp9
0.792,0.301715096591,0.584,16,Mrpl12
0.792,0.263765916732,0.584,16,Romo1
0.792,0.243065393187,0.584,16,Mrpl21
0.791,0.704871532895,0.582,16,Snhg11
0.791,0.683168331858,0.582,16,Pcp4
0.791,0.466161332119,0.582,16,2700089E24Rik
0.791,0.455073894164,0.582,16,Cdk14
0.791,0.446587994639,0.582,16,Vstm2a
0.791,0.421244063433,0.582,16,Cyfip2
0.791,0.356138130355,0.582,16,Cx3cl1
0.791,0.35072265953,0.582,16,Ube3a
0.791,0.339603082782,0.582,16,Rtf1
0.791,0.319602820893,0.582,16,Psmd14
0.791,0.306427647102,0.582,16,Terf2ip
0.791,0.304374817793,0.582,16,Ndufa1
0.791,0.284907849243,0.582,16,Trappc4
0.791,0.278166483694,0.582,16,Rabggtb
0.791,0.244181069489,0.582,16,Psma1
0.791,0.239993353288,0.582,16,Aimp1
0.791,0.234761596765,0.582,16,Dld
0.79,0.505699980913,0.58,16,Pam
0.79,0.420530556106,0.58,16,Psmc5
0.79,0.39940797622,0.58,16,Dnaja1
0.79,0.39730875712,0.58,16,Ccl27a
0.79,0.389186085129,0.58,16,Slc22a17
0.79,0.365301362733,0.58,16,Rgs2
0.79,0.346362726982,0.58,16,Map2k1
0.79,0.325365168691,0.58,16,Ip6k2
0.79,0.31647608761,0.58,16,Hk1
0.79,0.306823050458,0.58,16,Fam13b
0.79,0.29665680461,0.58,16,Srp72
0.79,0.289188360926,0.58,16,Cct4
0.79,0.274934054007,0.58,16,Dnajb4
0.79,0.270177183762,0.58,16,Mrpl41
0.79,0.262862184078,0.58,16,Arxes2
0.789,0.650845976395,0.578,16,Resp18
0.789,0.592647864378,0.578,16,Pja2
0.789,0.591501460738,0.578,16,Slc25a3
0.789,0.398855648054,0.578,16,Fam155a
0.789,0.353987636844,0.578,16,Ndufb3
0.789,0.347963250748,0.578,16,Zfp612
0.789,0.30705526134,0.578,16,Hspe1
0.789,0.3039575813,0.578,16,Chordc1
0.789,0.294158692543,0.578,16,Dhx36
0.789,0.265619747966,0.578,16,Slc30a9
0.789,0.261117785177,0.578,16,Gnb1
0.789,0.250068752418,0.578,16,Strap
0.789,0.249817610796,0.578,16,Gria1
0.789,0.24485576725,0.578,16,Ier3ip1
0.789,0.236291968882,0.578,16,Rcn2
0.789,0.22775876528,0.578,16,Mt3
0.788,0.566769365607,0.576,16,Nrip3
0.788,0.562060317425,0.576,16,Maged1
0.788,0.424106476427,0.576,16,Ccdc92
0.788,0.358828973519,0.576,16,Pithd1
0.788,0.350894052482,0.576,16,Yaf2
0.788,0.321276507511,0.576,16,Coa3
0.788,0.315665208413,0.576,16,Zc2hc1a
0.788,0.309934289956,0.576,16,Vps41
0.788,0.302396365637,0.576,16,Scamp1
0.788,0.285526963476,0.576,16,Prpf19
0.788,0.284557477846,0.576,16,Cct2
0.788,0.276145237831,0.576,16,Hcfc1r1
0.788,0.260248183681,0.576,16,Abr
0.788,0.259409545682,0.576,16,Tomm7
0.788,0.259136912128,0.576,16,Ppp2ca
0.788,0.254117300978,0.576,16,Mrpl42
0.788,0.213500436272,0.576,16,Clip1
0.787,0.670154734915,0.574,16,Fkbp3
0.787,0.58923968205,0.574,16,Nme1
0.787,0.320054146312,0.574,16,Morf4l2
0.787,0.312880988518,0.574,16,Hn1
0.787,0.306830042554,0.574,16,Psmb10
0.787,0.304297057983,0.574,16,Kif2a
0.787,0.299536450243,0.574,16,Chp1
0.787,0.270468000404,0.574,16,Atf2
0.787,0.251891556566,0.574,16,Znhit1
0.786,0.74321508382,0.572,16,Ahi1
0.786,0.493682792701,0.572,16,Klc1
0.786,0.341957712859,0.572,16,Ranbp1
0.786,0.324517613597,0.572,16,Hspa9
0.786,0.274602906818,0.572,16,Aff4
0.786,0.24970099703,0.572,16,Zcrb1
0.786,0.245765361083,0.572,16,Dap3
0.786,0.218354574905,0.572,16,Ankrd17
0.785,0.689398813494,0.57,16,Ttc3
0.785,0.454952744886,0.57,16,Rph3a
0.785,0.436691749295,0.57,16,Grin1
0.785,0.423970670561,0.57,16,Araf
0.785,0.407373607456,0.57,16,Tceb2
0.785,0.37455737867,0.57,16,Suclg1
0.785,0.362316159782,0.57,16,Gsk3b
0.785,0.336773711198,0.57,16,Ccdc136
0.785,0.32172690199,0.57,16,Sae1
0.785,0.280054790758,0.57,16,Dnajc2
0.785,0.258754149154,0.57,16,Rp9
0.785,0.24467444623,0.57,16,Glrb
0.785,0.231792137351,0.57,16,Ptplad1
0.785,0.225884473416,0.57,16,Glrx2
0.785,0.208262633603,0.57,16,Lsmd1
0.785,0.207409670618,0.57,16,Leprotl1
0.784,0.71179517408,0.568,16,Scg2
0.784,0.537294065725,0.568,16,Cplx2
0.784,0.434219835205,0.568,16,Syn1
0.784,0.387880328184,0.568,16,Syt13
0.784,0.339899412142,0.568,16,Fam73a
0.784,0.307571568702,0.568,16,Rad23b
0.784,0.305976216297,0.568,16,Usp33
0.784,0.257484694667,0.568,16,Eef1g
0.783,0.609550254342,0.566,16,Gabarapl1
0.783,0.386456059759,0.566,16,Erc2
0.783,0.346163488389,0.566,16,Snx16
0.783,0.336917772718,0.566,16,Plekhb2
0.783,0.320019613106,0.566,16,Nap1l1
0.783,0.312304955216,0.566,16,1500012F01Rik
0.783,0.305694560368,0.566,16,Stk25
0.783,0.305437237933,0.566,16,Usmg5
0.783,0.303781276109,0.566,16,Fam126b
0.783,0.288745897904,0.566,16,Drg1
0.783,0.276863828217,0.566,16,Vamp4
0.783,0.271599244988,0.566,16,Pdxk
0.783,0.23268979233,0.566,16,0610009D07Rik
0.783,0.227703710917,0.566,16,Mrpl20
0.783,0.216579098316,0.566,16,H2afy
0.782,0.68572099935,0.564,16,Zcchc18
0.782,0.429724147074,0.564,16,Zranb2
0.782,0.383145647481,0.564,16,A230050P20Rik
0.782,0.378357425983,0.564,16,Srpk2
0.782,0.359056484541,0.564,16,Pafah1b3
0.782,0.327743547856,0.564,16,Sgip1
0.782,0.322616123122,0.564,16,Dync1li1
0.782,0.298101377758,0.564,16,Pptc7
0.782,0.2918662177,0.564,16,Cxx1c
0.782,0.217857023467,0.564,16,Ap3d1
0.782,0.216340608881,0.564,16,Insig2
0.782,0.208856815189,0.564,16,Rab11a
0.782,0.207836590515,0.564,16,Cuedc2
0.781,0.640337700894,0.562,16,Nefh
0.781,0.448992842149,0.562,16,Psip1
0.781,0.423591142848,0.562,16,Ndufa10
0.781,0.386891119929,0.562,16,Csrnp3
0.781,0.334753711118,0.562,16,Atp6v0d1
0.781,0.291767064085,0.562,16,Casc4
0.781,0.29116936365,0.562,16,Ggnbp2
0.781,0.270789191357,0.562,16,Cox14
0.781,0.270757938097,0.562,16,Ndufv3
0.781,0.259473681046,0.562,16,Srrt
0.781,0.245721713382,0.562,16,Bmyc
0.781,0.244614043151,0.562,16,Bcas2
0.781,0.242408297509,0.562,16,P4htm
0.781,0.241951167105,0.562,16,Psmd6
0.781,0.233982304721,0.562,16,Copb2
0.781,0.23127017166,0.562,16,Dnajc10
0.781,0.230040721841,0.562,16,Wbp4
0.781,0.226057005793,0.562,16,Tsg101
0.781,0.217759469986,0.562,16,Cltc
0.781,0.216975735097,0.562,16,Rbbp7
0.781,0.201997258256,0.562,16,Gripap1
0.78,0.555673171702,0.56,16,Mdh2
0.78,0.462108249936,0.56,16,Ndufb5
0.78,0.385040518996,0.56,16,Atp5k
0.78,0.37665070089,0.56,16,Srrm3
0.78,0.37028484296,0.56,16,Smim13
0.78,0.357194145787,0.56,16,Otub1
0.78,0.337985036326,0.56,16,Emc9
0.78,0.327411991466,0.56,16,Pkia
0.78,0.316142753291,0.56,16,Soga3
0.78,0.306898233285,0.56,16,Flot1
0.78,0.300228886208,0.56,16,Slc25a46
0.78,0.30001227985,0.56,16,Arf3
0.78,0.268477005596,0.56,16,Rock2
0.78,0.264736986221,0.56,16,Itfg1
0.78,0.264529306188,0.56,16,Gabarapl2
0.78,0.258313129803,0.56,16,Acyp2
0.78,0.254868023667,0.56,16,Ap2s1
0.78,0.242682573818,0.56,16,Dnajc15
0.78,0.240057819532,0.56,16,Mrps15
0.78,0.228020373029,0.56,16,Eif3h
0.78,0.217056885052,0.56,16,Jak1
0.78,0.203726663631,0.56,16,Mrpl18
0.779,0.500592461214,0.558,16,Myl12b
0.779,0.38958465405,0.558,16,Timp2
0.779,0.29771800045,0.558,16,Susd4
0.779,0.297260226074,0.558,16,Swi5
0.779,0.275512354587,0.558,16,Lpgat1
0.779,0.272381637582,0.558,16,Meaf6
0.779,0.272009560107,0.558,16,Sumo3
0.779,0.250614411266,0.558,16,Psma6
0.779,0.241812864136,0.558,16,1700025G04Rik
0.779,0.240068949443,0.558,16,Clns1a
0.779,0.224378239549,0.558,16,Igsf8
0.779,0.21825603837,0.558,16,Tiprl
0.779,0.211775462256,0.558,16,Ufc1
0.779,0.208411847057,0.558,16,Herc1
0.778,0.492926824822,0.556,16,Ndufv2
0.778,0.410221276774,0.556,16,Timm8b
0.778,0.389933205274,0.556,16,Serpini1
0.778,0.387455302562,0.556,16,L1cam
0.778,0.302368783669,0.556,16,Msantd4
0.778,0.299376594961,0.556,16,Camk2n1
0.778,0.275632782711,0.556,16,Ubl5
0.778,0.270733988671,0.556,16,Sdha
0.778,0.257885679539,0.556,16,Crbn
0.778,0.257250216856,0.556,16,Ptms
0.778,0.237728094927,0.556,16,Mrps14
0.778,0.231170736564,0.556,16,Dhx9
0.778,0.226012899586,0.556,16,Rabl6
0.778,0.201267540504,0.556,16,Ccdc124
0.777,0.480524597893,0.554,16,Scg5
0.777,0.475764434989,0.554,16,Snca
0.777,0.414364934691,0.554,16,Stip1
0.777,0.367337845961,0.554,16,Trappc6b
0.777,0.340390730823,0.554,16,Fbxw7
0.777,0.331338360291,0.554,16,Slc4a3
0.777,0.275732382557,0.554,16,Slc25a14
0.777,0.275362802957,0.554,16,Mrps26
0.777,0.262594178905,0.554,16,Mrps34
0.777,0.255314259945,0.554,16,Eif3i
0.777,0.206521324879,0.554,16,Ppp1r7
0.777,0.20101430362,0.554,16,Arl1
0.776,0.501518191579,0.552,16,Vat1l
0.776,0.39300885555,0.552,16,2010107E04Rik
0.776,0.39291454979,0.552,16,Lin7b
0.776,0.309367097497,0.552,16,Ppp1r9a
0.776,0.303080876168,0.552,16,Glrx3
0.776,0.296490852029,0.552,16,Mboat7
0.776,0.293892376815,0.552,16,Mrps22
0.776,0.281677439931,0.552,16,Oaz2
0.776,0.273950436768,0.552,16,Tram1l1
0.776,0.265110538617,0.552,16,Hspd1
0.776,0.26415717276,0.552,16,Smim12
0.776,0.261002000734,0.552,16,Grpel1
0.776,0.255901857591,0.552,16,Shoc2
0.776,0.253088023328,0.552,16,Ccdc32
0.776,0.231011641104,0.552,16,Epdr1
0.775,0.489519765073,0.55,16,Ldhb
0.775,0.459863956038,0.55,16,Pcmt1
0.775,0.448889951917,0.55,16,Sdhb
0.775,0.417405343731,0.55,16,Tmie
0.775,0.402798231216,0.55,16,Tspyl5
0.775,0.386398954451,0.55,16,Rab27b
0.775,0.346114766596,0.55,16,Sars
0.775,0.336622974994,0.55,16,Ogfod1
0.775,0.27580292944,0.55,16,Uqcc2
0.775,0.272019482496,0.55,16,Hdac2
0.775,0.269353633468,0.55,16,Cab39
0.775,0.253646790174,0.55,16,Vps29
0.775,0.233598259831,0.55,16,Ppm1a
0.775,0.204225920451,0.55,16,2310036O22Rik
0.774,0.361835562601,0.548,16,Prdx2
0.774,0.340131083422,0.548,16,Ube2k
0.774,0.307525390427,0.548,16,Eef1b2
0.774,0.304320070259,0.548,16,Ldha
0.774,0.266404807386,0.548,16,Cul2
0.774,0.256337356229,0.548,16,Ube2q1
0.774,0.251233188739,0.548,16,Nt5c
0.774,0.234024319686,0.548,16,Mrp63
0.774,0.223744140002,0.548,16,Vapa
0.774,0.203966243466,0.548,16,Tceb1
0.774,0.201589344402,0.548,16,Cdkn2d
0.773,0.399682728271,0.546,16,Sod1
0.773,0.362137478511,0.546,16,Prepl
0.773,0.331688597005,0.546,16,2010107G23Rik
0.773,0.308886855734,0.546,16,Oxr1
0.773,0.297848002379,0.546,16,Lysmd2
0.773,0.286989728534,0.546,16,Rnf214
0.773,0.283751838366,0.546,16,Zyg11b
0.773,0.265518012001,0.546,16,Gdi1
0.773,0.260284705645,0.546,16,Erp29
0.773,0.233305502388,0.546,16,Ap2m1
0.772,0.494339249584,0.544,16,Fxyd6
0.772,0.465217117872,0.544,16,Ociad2
0.772,0.368273532903,0.544,16,Bcat1
0.772,0.351692357493,0.544,16,Ndufs2
0.772,0.295904416281,0.544,16,Prps1
0.772,0.286409367441,0.544,16,Golgb1
0.772,0.248125732607,0.544,16,Mapre2
0.772,0.23368969625,0.544,16,Sptan1
0.772,0.232377042132,0.544,16,Sumo1
0.772,0.217919906611,0.544,16,Eif5a
0.772,0.213639270933,0.544,16,Oaz1
0.772,0.209675859576,0.544,16,Smap1
0.772,0.208088303492,0.544,16,Dpy30
0.772,0.205119988414,0.544,16,Mrpl27
0.771,0.542949057452,0.542,16,Rab6a
0.771,0.51209820175,0.542,16,Nars
0.771,0.505968355465,0.542,16,2210016L21Rik
0.771,0.449843843747,0.542,16,Klhl13
0.771,0.44900477681,0.542,16,Atp5o
0.771,0.444793075259,0.542,16,Clta
0.771,0.411752764261,0.542,16,Ndufb6
0.771,0.407416997429,0.542,16,Emb
0.771,0.39277315268,0.542,16,Klc2
0.771,0.367994669882,0.542,16,Cdkl2
0.771,0.350938538562,0.542,16,Pianp
0.771,0.343694032873,0.542,16,Prkaca
0.771,0.303428695004,0.542,16,Timm9
0.771,0.27409491297,0.542,16,Grb2
0.771,0.272100960792,0.542,16,Rpl27a
0.771,0.230874462222,0.542,16,Cdip1
0.771,0.229253824118,0.542,16,Ndufaf4
0.771,0.218523338896,0.542,16,Cirbp
0.771,0.216046273699,0.542,16,Sdcbp
0.771,0.210014754479,0.542,16,Emc4
0.771,0.20512249525,0.542,16,Mcfd2
0.771,0.202753820792,0.542,16,5730455P16Rik
0.771,0.200012343256,0.542,16,Fnbp1l
0.77,0.590765701501,0.54,16,Hpcal1
0.77,0.416293321235,0.54,16,Tox2
0.77,0.405406913907,0.54,16,Ndufa11
0.77,0.384561228389,0.54,16,Fam69b
0.77,0.38124979176,0.54,16,Ndufc1
0.77,0.349629040549,0.54,16,Zfp941
0.77,0.341792736473,0.54,16,Ptpn5
0.77,0.323103371419,0.54,16,Negr1
0.77,0.320868490725,0.54,16,Rab1
0.77,0.312302232719,0.54,16,Timm10
0.77,0.291829898972,0.54,16,Tmem191c
0.77,0.287039495891,0.54,16,Naa50
0.77,0.280358448322,0.54,16,1500009C09Rik
0.77,0.254967588036,0.54,16,Cops7a
0.77,0.249672161873,0.54,16,1110058L19Rik
0.77,0.248376267005,0.54,16,Lsm1
0.77,0.239745732279,0.54,16,Rnmt
0.77,0.204033385066,0.54,16,Cul1
0.769,0.517059447752,0.538,16,Atp6v1d
0.769,0.401828119855,0.538,16,Ghitm
0.769,0.379809893258,0.538,16,Ndufa8
0.769,0.362478867686,0.538,16,Syt5
0.769,0.277909312655,0.538,16,Zfyve9
0.769,0.262951467747,0.538,16,Nat14
0.769,0.259085451014,0.538,16,Ppp3ca
